name,city,country,iata,icao,latitude,longitude,altitude,timezone,timezone_dst
Kvarkeno,Kvarkeno,Russia,,UWOH,52.078,59.683,0,Asia/Yekaterinburg,N
Sikeston Memorial Municipal Airport,Sikeston,United States,SIK,KSIK,36.899,-89.562,315,America/Chicago,A
Tetiaroa Airport,Tetiaroa,French Polynesia,TTI,NTTE,-17.013,-149.587,7,Pacific/Tahiti,N
Floyd Bennett Memorial Airport,Queensbury,United States,GFL,KGFL,43.341,-73.610,328,America/New_York,A
Saratoga County Airport,Ballston Spa,United States,,K5B2,43.051,-73.861,434,America/New_York,A
Crystal River Airport,Crystal River,United States,,KCGC,28.867,-82.571,9,America/New_York,A
Martin State Airport,Baltimore,United States,MTN,KMTN,39.326,-76.414,21,America/New_York,A
Lincoln Regional Karl Harder Field,Lincoln,United States,,KLHM,38.909,-121.351,121,America/Los_Angeles,A
Fostoria Metropolitan Airport,Fostoria,United States,,KFZI,41.191,-83.395,752,America/New_York,A
Eastern Slopes Regional Airport,Fryeburg,United States,FRY,KIZG,43.991,-70.948,454,America/New_York,A
Coral Creek Airport,Placida,United States,,FA54,26.854,-82.251,4,America/New_York,A
Lakefront Airport,New Orleans,United States,NEW,KNEW,30.042,-90.028,8,America/Chicago,A
Coeur D'Alene - Pappy Boyington Field,Coeur d'Alene,United States,COE,KCOE,47.774,-116.820,2320,America/Los_Angeles,A
Beaumont Municipal Airport,Beaumont,United States,BMT,KBMT,30.071,-94.216,32,America/Chicago,A
Vermilion Regional Airport,Danville,United States,DNV,KDNV,40.199,-87.596,697,America/Chicago,A
Coonabarabran Airport,Coonabarabran,Australia,COJ,YCBB,-31.333,149.267,2117,Australia/Sydney,O
Space Coast Regional Airport,Titusville,United States,TIX,KTIX,28.515,-80.799,34,America/New_York,A
Bumi Airport,Bumi Hills,Zimbabwe,BZH,FVBM,-16.817,28.350,1650,Africa/Harare,N
Warnervale Airport,Warnervale Airport,Australia,,YWVA,-33.240,151.430,25,Australia/Sydney,U
Bouarfa Airport,Bouarfa,Morocco,UAR,GMFB,32.514,-1.983,3630,Africa/Casablanca,N
Nyeri Airport,NYERI,Kenya,NYE,HKNI,-0.364,36.978,5830,Africa/Nairobi,U
Andrau Airpark,Houston,United States,AAP,KAAP,29.722,-95.588,79,America/Chicago,A
Flying Cloud Airport,Eden Prairie,United States,FCM,KFCM,44.827,-93.457,906,America/Chicago,A
Likoma Island Airport,Likoma Island,Malawi,LIX,FWLK,-12.076,34.737,1600,Africa/Blantyre,N
Johnson County Executive Airport,Olathe,United States,OJC,KOJC,38.848,-94.738,1096,America/Chicago,A
Sigiriya Air Force Base,Sigiriya,Sri Lanka,GIU,VCCS,7.957,80.729,630,Asia/Colombo,N
Neumünster Airport,Neumuenster,Germany,EUM,EDHN,54.079,9.941,72,Europe/Berlin,E
Tak Airport,Tak,Thailand,TKT,VTPT,16.896,99.253,478,Asia/Bangkok,N
Barrie-Orillia (Lake Simcoe Regional Airport),Barrie-Orillia,Canada,YLK,CYLS,44.485,-79.556,972,America/Toronto,A
Huronia Airport,Midland,Canada,,CYEE,44.683,-79.928,770,America/Toronto,A
Markham Airport,Markham,Canada,,CNU8,43.936,-79.262,807,America/Toronto,A
Stanhope Municipal Airport,Haliburton,Canada,,CND4,45.111,-78.640,1066,America/Toronto,A
Kawartha Lakes (Lindsay) Airport,Lindsay,Canada,,CNF4,44.365,-78.784,882,America/Toronto,A
Niagara District Airport,Saint Catherines,Canada,YCM,CYSN,43.192,-79.172,321,America/Toronto,A
Edenvale Aerodrome,Edenvale,Canada,,CNV8,44.441,-79.963,718,America/Toronto,A
Orillia Airport,Orillia,Canada,,CNJ4,44.678,-79.310,725,America/Toronto,A
Holland Landing Airpark,Holland Landing,Canada,,CLA4,44.089,-79.495,855,America/Toronto,A
Parry Sound Area Municipal Airport,Parry Sound,Canada,YPD,CNK4,45.258,-79.830,832,America/Toronto,A
Hanover / Saugeen Municipal Airport,Hanover,Canada,,CYHS,44.158,-81.063,939,America/Toronto,A
Brandywine Airport,West Goshen Township,United States,,KOQN,39.990,-75.582,466,America/New_York,A
Manassas Regional Airport/Harry P. Davis Field,Manassas,United States,MNZ,KHEF,38.721,-77.515,192,America/New_York,A
Texas Gulf Coast Regional Airport,Angleton,United States,LJN,KLBX,29.109,-95.462,25,America/Chicago,A
Bubovice Airport,Bubovice,Czech Republic,,LKBU,49.974,14.178,1401,Europe/Prague,E
Rakkestad Astorp Airport,Rakkestad,Norway,,ENRK,59.397,11.347,400,Europe/Oslo,E
Bingöl Çeltiksuyu Airport,Bingol,Turkey,BGG,LTCU,38.859,40.596,3506,Europe/Istanbul,E
Kastamonu Airport,Kastamonu,Turkey,KFS,LTAL,41.314,33.796,3520,Europe/Istanbul,E
Elstree Airfield,Elstree,United Kingdom,,EGTR,51.656,-0.326,332,Europe/London,E
Sandtoft Airfield,Sandtoft,United Kingdom,,EGCF,53.560,-0.858,11,Europe/London,E
Torit Airport,Torit,South Sudan,,HSTR,4.400,32.583,2050,Africa/Juba,N
Shelby County Airport,Shelbyville,United States,,K2H0,39.410,-88.845,618,America/Chicago,A
Lüliang Airport,Lvliang,China,LLV,ZBLL,37.683,111.143,0,Asia/Shanghai,N
Daocheng Yading Airport,Daocheng,China,DCY,ZUDC,29.323,100.053,14472,Asia/Shanghai,N
Gannan Xiahe Airport,Xiahe city,China,GXH,ZLXH,34.811,102.645,10510,Asia/Shanghai,N
Vängsö Airport,Vangso,Sweden,,ESSZ,59.101,17.211,0,Europe/Stockholm,E
Comiso Airport,Comiso,Italy,CIY,LICB,36.995,14.607,623,Europe/Rome,E
Enumclaw Airport,Enumclaw,United States,,WA77,47.196,-122.022,738,America/Los_Angeles,A
Markovo Airport,Markovo,Russia,KVM,UHMO,64.667,170.417,0,Asia/Anadyr,N
Seymchan Airport,Seymchan,Russia,,UHMS,62.921,152.423,679,Asia/Srednekolymsk,N
Zyryanka Airport,Zyryanka,Russia,ZKP,UESU,65.749,150.889,140,Asia/Srednekolymsk,N
Susuman Airport,Susuman,Russia,,UHMH,62.767,148.147,2129,Asia/Srednekolymsk,N
Ust-Maya Airport,Ust-Maya,Russia,UMS,UEMU,60.357,134.435,561,Asia/Yakutsk,N
Aldan Airport,Aldan,Russia,ADH,UEEA,58.603,125.409,2241,Asia/Yakutsk,N
Olyokminsk Airport,Olekminsk,Russia,OLZ,UEMO,60.397,120.471,656,Asia/Yakutsk,N
Vitim Airport,Vitim,Russia,,UERT,59.458,112.563,610,Asia/Yakutsk,N
Pellworm Field,Pellworm,Germany,,EDHP,54.536,8.680,3,Europe/Berlin,E
Xinyuan Nalati Airport,Xinyuan,China,NLT,ZWNL,43.432,83.379,3050,Asia/Shanghai,U
Port Alsworth Airport,Port alsworth,United States,PTA,PALJ,60.202,-154.326,280,America/Anchorage,A
Fontaine Airport,Belfort,France,BOR,LFSQ,47.656,7.011,1208,Europe/Paris,E
Fairfield County Airport,Winnsboro,United States,,KFDW,34.315,-81.109,577,America/New_York,A
Obock Airport,Obock,Djibouti,OBC,HDOB,11.967,43.267,69,Africa/Djibouti,N
Tadjoura Airport,Tadjoura,Djibouti,TDJ,HDTJ,11.783,42.917,246,Africa/Djibouti,N
Santa Cruz del Quiche Airport,Santa Cruz des Quiche,Guatemala,AQB,MGQC,15.012,-91.151,6631,America/Guatemala,S
Norðfjörður Airport,Nordfjordur,Iceland,NOR,BINF,65.132,-13.746,13,Atlantic/Reykjavik,E
Bursa Airport,Bursa,Turkey,BTZ,LTBE,40.233,29.009,331,Europe/Istanbul,U
Skyhaven Airport,Rochester,United States,,KDAW,43.284,-70.929,322,America/New_York,A
Waris Airport,Waris-Papua Island,Indonesia,WAR,WAJR,-3.235,140.994,1500,Asia/Jayapura,U
Newton City-County Airport,Newton,United States,EWK,KEWK,38.058,-97.274,1533,America/Chicago,A
La Ferté Alais Airfield,La Ferte Alais,France,,LFFQ,48.499,2.339,453,Europe/Paris,E
Bairnsdale Airport,Bairnsdale,Australia,BSJ,YBNS,-37.888,147.568,165,Australia/Hobart,O
Taszár Air Base,Columbus,United States,TZR,LHTA,46.393,17.917,531,Europe/Budapest,A
Fort Bridger Airport,Fort Bridger,United States,FBR,KFBR,41.392,-110.407,7034,America/Denver,A
Prosser Airport,Prosser,United States,,KS40,46.213,-119.791,697,America/Los_Angeles,A
Chehalis Centralia Airport,Chehalis,United States,CLS,KCLS,46.677,-122.983,176,America/Los_Angeles,A
Desert Aire Regional Airport,Mattawa,United States,,KM94,46.687,-119.921,586,America/Los_Angeles,A
Evanston-Uinta County Airport-Burns Field,Evanston,United States,EVW,KEVW,41.275,-111.035,7143,America/Denver,A
Sabetha Municipal Airport,Sabetha,United States,,KK83,39.904,-95.779,1330,America/Chicago,A
Mt Pleasant Regional-Faison field,Mount Pleasant,United States,,KLRO,32.898,-79.783,12,America/New_York,A
Jimmy Carter Regional Airport,Americus,United States,,KACJ,32.111,-84.189,468,America/New_York,A
Weedon Field,Eufala,United States,EUF,KEUF,31.951,-85.129,285,America/Chicago,A
Saluda County Airport,Saluda,United States,,K6J4,33.927,-81.795,555,America/New_York,A
Dare County Regional Airport,Manteo,United States,MEO,KMQI,35.919,-75.696,13,America/New_York,A
Auburn University Regional Airport,Auburn,United States,AUO,KAUO,32.615,-85.434,777,America/Chicago,A
Tri Cities Airport,Endicott,United States,,KCZG,42.078,-76.096,833,America/New_York,A
Bessemer Airport,Bessemer,United States,,KEKY,33.313,-86.926,700,America/Chicago,A
Colorado Springs East Airport,Ellicott,United States,,KA50,38.874,-104.410,6145,America/Denver,A
Crystal Airport,Crystal,United States,,KMIC,45.062,-93.354,869,America/Chicago,A
Clarke County Airport,Quitman,United States,,K23M,32.085,-88.739,320,America/Chicago,A
W H 'Bud' Barron Airport,Dublin,United States,DBN,KDBN,32.564,-82.985,309,America/New_York,A
Pukarua Airport,Pukarua,French Polynesia,PUK,NTGQ,-18.296,-137.017,5,,N
Kabale Airport,Kabale,Uganda,,HUKB,-1.226,29.960,6000,Africa/Kampala,N
Guatuso Airport,Marigot,France,,MRGT,10.683,-84.833,164,America/Costa_Rica,N
Central Bolívar Airport,Sevilla,Spain,,SVSJ,8.917,-71.933,39,America/Caracas,E
Corvallis Municipal Airport,Corvallis,United States,CVO,KCVO,44.497,-123.290,250,America/Los_Angeles,A
Tuzla Romania Airport,Tuzla,Romania,,LRTZ,43.984,28.610,161,Europe/Bucharest,U
El Almendro Airport,Scranton,United States,,SCRT,-35.961,-71.793,486,America/Santiago,A
San Agustin Airport,Morristown,United States,,MRST,10.067,-84.883,66,America/Costa_Rica,A
Samambaia Heliport,Saint Denis,Reunion,,SDNS,-22.462,-43.131,3167,America/Sao_Paulo,E
Fazenda Campo Verde Airport,Sihanoukville,Cambodia,,SNKV,1.043,-50.517,49,America/Fortaleza,N
Prominent Hill Airport,Prominent Hill,Australia,PXH,YPMH,-29.716,135.524,745,Australia/Adelaide,O
Cowra Airport,Chatsworth,Australia,CWT,YCWR,-33.845,148.649,966,Australia/Sydney,A
Coral Bay Airport,Coral Bay,Australia,,YCOY,-23.130,113.777,5,Australia/Perth,O
Ogden Hinckley Airport,Ogden,United States,OGD,KOGD,41.196,-112.012,4473,America/Denver,A
Lake Country Regional Airport,Clarksville,United Arab Emirates,,KW63,36.596,-78.560,421,America/New_York,A
Robert S Kerr Airport,Poteau,United States,,KRKR,35.022,-94.621,451,America/Chicago,A
Colorado Plains Regional Airport,Akron,United States,AKO,KAKO,40.176,-103.222,4714,America/Denver,A
Sanderson Field,Shelton,United States,SHN,KSHN,47.234,-123.148,273,America/Los_Angeles,A
Napakiak Airport,Napakiak,United States,WNA,PANA,60.690,-161.979,17,America/Anchorage,A
Napaskiak Airport,Napaskiak,United States,PKA,PAPK,60.703,-161.778,24,America/Anchorage,A
Tok Airport,Tok,United States,,PATJ,63.303,-143.001,1670,America/Anchorage,A
Bedwell Harbour Seaplane Base,Bedwell Harbour,Canada,YBW,CAB3,48.750,-123.233,0,America/Vancouver,A
Washabo Airport,Washabo,Suriname,WSO,SMWS,5.215,-57.185,68,America/Paramaribo,N
Popham Airfield,Popham,United Kingdom,,EGHP,51.194,-1.235,550,Europe/London,E
Causey Airport,Liberty,United States,,K2A5,35.912,-79.618,723,America/New_York,A
Abaco I Walker C Airport,Walker's Cay,Bahamas,WKR,MYAW,27.267,-78.400,10,,A
Black Point Airstrip,Black Point,Bahamas,,MYEB,24.089,-76.398,10,America/Nassau,A
Bartica A Airport,Bartica,Guyana,GFO,SYBT,6.359,-58.655,3,America/Guyana,N
Doylestown Airport,Doylestown,United States,DYL,KDYL,40.333,-75.122,394,America/New_York,A
Cape Town Waterfort Heliport,Cap Town,South Africa,,FADW,0.000,0.000,0,Africa/Johannesburg,N
Tingo Maria Airport,Tingo Maria,Peru,TGI,SPGM,-9.133,-75.950,2010,America/Lima,N
Plínio Alarcom Airport,Tres Lagoas,Brazil,TJL,SSTL,-20.754,-51.684,1050,America/Campo_Grande,S
Zhangye Ganzhou Airport,Zhangye,China,YZY,ZLZY,38.802,100.675,5280,Asia/Shanghai,N
Cacoal Airport,Cacoal,Brazil,OAL,SSKW,-11.496,-61.451,778,America/Boa_Vista,N
Warren Field,Washington,United States,OCW,KOCW,35.570,-77.050,38,America/New_York,A
Hyde County Airport,Engelhard,United States,,K7W6,35.562,-75.955,8,America/New_York,A
Mocopulli Airport,Castro,Chile,MHC,SCPQ,-42.340,-73.716,528,America/Santiago,S
Stillwater Regional Airport,Stillwater,United States,SWO,KSWO,36.161,-97.086,1000,America/Chicago,A
Okmulgee Regional Airport,Okmulgee,United States,OKM,KOKM,35.668,-95.949,720,America/Chicago,A
Cushing Municipal Airport,Cushing,United States,CUH,KCUH,35.950,-96.773,916,America/Chicago,A
Clinton Sherman Airport,Clinton,United States,CSM,KCSM,35.340,-99.201,1922,America/Chicago,A
Strother Field,Winfield,United States,WLD,KWLD,37.169,-97.038,1160,America/Chicago,A
Wiley Post Airport,Oklahoma City,United States,PWA,KPWA,35.534,-97.647,1300,America/Chicago,A
Shreveport Downtown Airport,Shreveport,United States,DTN,KDTN,32.540,-93.745,179,America/Chicago,A
Stephenville Clark Regional Airport,Stephenville,United States,SEP,KSEP,32.215,-98.178,1321,America/Chicago,A
Perry Municipal Airport,Perry,United States,,KF22,36.386,-97.277,1002,America/Chicago,A
Hamilton Municipal Airport,Hamilton,United States,,KMNZ,31.666,-98.149,1299,America/Chicago,A
Ada Regional Airport,Ada,United States,ADT,KADH,34.804,-96.671,1016,America/Chicago,A
Mesquite Metro Airport,Misquite,United States,,KHQZ,32.747,-96.530,447,America/Chicago,A
Denton Municipal Airport,Denton,United States,,KDTO,33.201,-97.198,642,America/Chicago,A
Austin Executive Airport,Austin,United States,,KEDC,30.397,-97.566,620,America/Chicago,A
Lago Vista Tx Rusty Allen Airport,Lago Vista,United States,,KRYW,30.499,-97.969,1231,America/Chicago,A
Brenham Municipal Airport,Brenham,United States,,K11R,30.219,-96.374,307,America/Chicago,A
Lakeway Airpark,Lakeway,United States,,K3R9,30.358,-97.994,909,America/Chicago,A
Iraan Municipal Airport,Iraan,United States,IRB,K2F0,30.906,-101.892,2200,America/Chicago,A
Kestrel Airpark,San Antonio,United States,,K1T7,29.813,-98.425,1250,America/Chicago,A
Elliot Lake Municipal Airport,ELLIOT LAKE,Canada,YEL,CYEL,46.351,-82.561,1087,America/Toronto,A
Wilkes County Airport,North Wilkesboro,United States,IKB,KUKF,36.223,-81.098,1301,America/New_York,A
Charleston Executive Airport,Charleston,United States,,KJZI,32.701,-80.003,17,America/New_York,A
Danville Regional Airport,Danville,United States,DAN,KDAN,36.573,-79.336,571,America/New_York,A
Brookneal/Campbell County Airport,Brookneal,United States,,K0V4,37.142,-79.016,596,America/New_York,A
Yerbogachen Airport,Yerbogachen,Russia,ERG,UIKE,61.275,108.030,400,Asia/Irkutsk,N
Cheraw Municipal Airport/Lynch Bellinger Field,Cheraw,United States,HCW,KCQW,34.713,-79.957,239,America/New_York,A
Wauchula Municipal Airport,Wuchula,United States,,KCHN,27.515,-81.881,106,America/New_York,A
Lilydale Airport,Lilydale,Australia,,YLIL,-37.692,145.367,76,Australia/Hobart,O
Beni Mellal Airport,Beni Mellal,Morocco,BEM,GMMD,32.402,-6.316,1694,Africa/Casablanca,E
Şırnak Şerafettin Elçi Airport,Cizre,Turkey,NKT,LTCV,37.365,42.058,2038,Europe/Istanbul,E
Suntar Airport,Suntar,Russia,SUY,UENS,62.185,117.635,452,Asia/Yakutsk,N
Tazadit Airport,Zouerat,Mauritania,OUZ,GQPZ,22.756,-12.484,1129,Africa/Nouakchott,N
Asaba International Airport,Asaba,Nigeria,ABB,DNAS,6.204,6.665,305,Africa/Lagos,N
Akwa Ibom International Airport,Uyo,Nigeria,QUO,DNAI,4.873,8.093,170,Africa/Lagos,N
Kasama Airport,Kasama,Zambia,KAA,FLKS,-10.217,31.133,4541,Africa/Lusaka,N
Mbeya Airport,Mbeya,Tanzania,,HTMB,-8.919,33.464,5600,Africa/Dar_es_Salaam,N
Mpanda Airport,Mpanda,Tanzania,,HTMP,-6.355,31.084,3520,Africa/Dar_es_Salaam,N
Songea Airport,Songea,Tanzania,SGX,HTSO,-10.683,35.583,3445,Africa/Dar_es_Salaam,N
Morogoro Airport,Morogoro,Tanzania,,HTMG,-6.797,37.653,1676,Africa/Dar_es_Salaam,N
Jiuhuashan Airport,Chizhou,China,JUH,ZSJH,30.740,117.686,60,Asia/Shanghai,N
Anshan Air Base,Anshan,China,AOG,ZYAS,41.105,122.854,0,Asia/Shanghai,N
Saertu Airport,Daqing,China,DQA,ZYDQ,46.746,125.141,496,Asia/Shanghai,N
Zunyi Xinzhou Airport,Zunyi,China,ZYI,ZUZY,27.590,107.001,2920,Asia/Shanghai,N
Conway Horry County Airport,Conway,United States,,KHYW,33.828,-79.122,35,America/New_York,A
Lindu Airport,Yinchun,China,LDS,ZYLD,47.752,129.019,791,Asia/Shanghai,N
Anshun Huangguoshu Airport,Anshun,China,AVA,ZUAS,26.261,105.873,4812,Asia/Shanghai,N
Sikasso Airport,Sikasso,Mali,KSS,GASK,11.333,-5.700,1378,Africa/Bamako,N
Toowoomba Wellcamp Airport,Toowoomba,Australia,WTB,YBWW,-27.558,151.793,1509,Australia/Brisbane,N
Tonghua Sanyuanpu Airport,Tonghua,China,TNH,ZYTN,42.254,125.703,1200,Asia/Shanghai,N
Suzhou Guangfu Airport,Suzhou,China,SZV,ZSSZ,31.263,120.401,0,Asia/Shanghai,N
City Airport Manchester,Manchester,United Kingdom,,EGCB,53.472,-2.390,73,Europe/London,U
Sleap Airport,Shrewsbury,United Kingdom,,EGCV,52.834,-2.772,275,Europe/London,U
Tatenhill Airfield,Burton-on-Trent,United Kingdom,,EGBM,52.815,-1.761,439,Europe/London,U
Full Sutton Airfield,York,United Kingdom,,EGNU,53.981,-0.865,86,Europe/London,U
Sherburn-In-Elmet Airfield,Leeds,United Kingdom,,EGCJ,53.788,-1.217,26,Europe/London,U
Beringin Airport,Muara Teweh,Indonesia,,WAOM,-0.940,114.894,126,Asia/Jakarta,N
Mulia Airport,Mulia,Indonesia,LII,WAJM,-3.702,137.957,6527,Asia/Jayapura,N
Stenkol Airport,Bintuni,Indonesia,NTI,WASB,-2.103,133.516,57,Asia/Jayapura,N
Wasior Airport,Wasior,Indonesia,WSR,WASW,-2.721,134.506,49,Asia/Jayapura,N
Silangit Airport,Siborong-Borong,Indonesia,DTB,WIMN,2.260,98.992,4700,Asia/Jakarta,N
Lasikin Airport,Sinabang,Indonesia,,WITG,2.410,96.326,19,Asia/Jakarta,N
Seunagan Airport,Nagan Raya,Indonesia,MEQ,WITC,4.250,96.217,10,,N
Betoambari Airport,Bau-Bau,Indonesia,BUW,WAWB,-5.487,122.569,164,,N
Kao Airport,Kao,Indonesia,KAZ,WAMK,1.185,127.896,27,,N
Melangguane Airport,Melonguane,Indonesia,MNA,WAMN,4.007,126.673,3,,N
Sanggata/Sangkimah Airport,Sanggata,Indonesia,SGQ,WRLA,0.385,117.543,60,,N
Muara Bungo Airport,Muara Bungo,Indonesia,BUU,WIPI,-1.128,102.135,214,,N
Selayar/Aroepala Airport,Selayar,Indonesia,,WAWH,-6.175,120.436,30,,N
Illaga Airport,Illaga,Indonesia,ILA,WABL,-3.976,137.623,7989,,N
Oksibil Airport,Oksibil,Indonesia,OKL,WAJO,-4.907,140.628,4315,,N
Kokonau Airport,Kokonau,Indonesia,KOX,WABN,-4.711,136.435,59,,N
Clermont Airport,Clermont,Australia,CMQ,YCMT,-22.773,147.621,908,,N
Warrnambool Airport,Warrnambool,Australia,WMB,YWBL,-38.295,142.447,242,,O
Richmond Airport,Richmond,Australia,RCM,YRMD,-20.702,143.115,676,,N
RAAF Base Curtin,Derby,Australia,DCN,YCIN,-17.581,123.828,300,,N
Kualanamu International Airport,Medan,Indonesia,KNO,WIMM,3.642,98.885,23,Asia/Jakarta,N
Gratiot Community Airport,Kamloops,Canada,AMN,KAMN,43.322,-84.688,754,,A
Asheboro Regional Airport,Asheboro,United States,,KHBI,35.654,-79.895,671,,A
Seosan Air Base,Seosan,South Korea,HMY,RKTP,36.704,126.486,39,,N
Henderson Field,Wallace,United States,,KACZ,34.718,-78.004,39,,A
Emporia Greensville Regional Airport,Emporia,United States,,KEMV,36.687,-77.483,127,,A
San Gabriel Valley Airport,El Monte,United States,EMT,KEMT,34.086,-118.035,296,,E
Farah Airport,Farah,Afghanistan,FAH,OAFR,32.367,62.183,3083,,N
Pasighat Airport,Pasighat,India,IXT,VEPG,28.066,95.336,477,,N
Kee Field,Pineville,United States,,KI16,37.600,-81.559,1783,,A
Kramatorsk Airport,Kramatorsk,Ukraine,KRQ,UKCK,48.706,37.629,646,,E
Kautokeino Air Base,Kautokeino,Norway,QKX,ENKA,69.040,23.034,1165,,U
Lille/Marcq-en-Baroeul Airport,Marcq En Baroeul,France,,LFQO,50.687,3.076,69,,E
Kawass Airport,Kamsar,Guinea,,GUKR,10.651,-14.534,36,,E
Stinson Municipal Airport,Stinson,United States,SSF,KSSF,29.337,-98.471,577,,A
Sallisaw Municipal Airport,Sallisaw,United States,,KJSV,35.438,-94.803,527,,A
Jasper County Airport-Bell Field,Jasper,United States,JAS,KJAS,30.886,-94.035,213,,A
El Dorado Springs Memorial Airport,El dorado springs,United States,,K87K,37.857,-93.999,931,,A
Marfa Municipal Airport,Marfa,United States,MRF,KMRF,30.371,-104.018,4849,,A
Alpine Casparis Municipal Airport,Alpine,United States,ALE,KE38,30.384,-103.684,4515,,A
Bubaque Airport,Bubaque,Guinea-Bissau,BQE,GGBU,11.297,-15.838,0,,N
Chichen Itza International Airport,Chichen Itza,Mexico,CZA,MMCT,20.641,-88.446,102,America/Mexico_City,S
Bunbury Airport,Bunbury,Australia,BUY,YBUN,-33.378,115.677,53,,U
Cable Airport,Upland,United States,CCB,KCCB,34.112,-117.688,1444,,A
Mount Sterling Montgomery County Airport,Mount Sterling,United States,,KIOB,38.058,-83.980,1019,,A
Elkhart Municipal Airport,Elkhart,United States,EKI,KEKM,41.719,-86.003,778,,A
Nappanee Municipal Airport,Nappanee ,United States,,KC03,41.446,-85.935,860,,A
Jim Hamilton L.B. Owens Airport,Columbia,United States,CUB,KCUB,33.971,-80.995,193,,A
Grove Municipal Airport,Grove,United States,,KGMJ,36.607,-94.739,831,,A
Mc Pherson Airport,Mc Pherson,United States,,KMPR,38.352,-97.691,1498,,A
Donaldson Field Airport,Greenville,United States,GDC,KGYH,34.758,-82.376,955,,A
Perry Houston County Airport,Perry,United States,,KPXE,32.511,-83.767,418,,A
Hartsville Regional Airport,Hartsville,United States,HVS,KHVS,34.403,-80.119,364,,A
Horace Williams Airport,Chapel Hill,United States,,KIGX,35.935,-79.066,512,,A
San Cristobal de las Casas Airport,San Cristobal de las Casas,Mexico,SZT,MMSC,16.690,-92.530,7707,America/Mexico_City,N
Dunnville Airport,Dunnville,Canada,DU9,CDU9,42.872,-79.596,600,,A
Brunswick County Airport,Oak Island,United States,,KSUT,33.929,-78.075,24,,A
Chesterfield County Airport,Richmond,United States,,KFCI,37.407,-77.525,236,,A
Atherton Airport,Atherton,Australia,,YATN,-17.262,145.515,2450,,O
Bagdarin Airport,Bagdarin,Russia,,UIUB,54.369,113.479,3084,Asia/Irkutsk,N
Scarlett Martinez International Airport,Rio Hato,Panama,RIH,MPRH,8.376,-80.128,105,,U
Henderson Oxford Airport,Oxford,United States,,KHNZ,36.362,-78.529,526,,A
Leesburg International Airport,Leesburg,United States,LEE,KLEE,28.823,-81.809,76,,A
Semyazino Airport,Vladimir,Russia,,UUBL,56.127,40.315,554,Europe/Moscow,N
Witberg Tswalu Airport,Dedeben,South Africa,,FATW,-27.205,22.482,3921,,N
Mana Pools Airport,Mana Pools,Zimbabwe,,FVMN,-15.769,29.386,1300,,N
Pouso Alegre Airport,Pouso Alegre,Brazil,PPY,SNZA,-22.289,-45.919,2904,,S
Brigadeiro Cabral Airport,Divinopolis,Brazil,DIQ,SNDV,-20.181,-44.871,2608,,S
Yeysk Airport,Eysk,Russia,EIK,URKE,46.680,38.210,60,Europe/Moscow,N
Berdyansk Airport,Berdyansk,Ukraine,ERD,UKDB,46.815,36.758,171,,E
Blimbingsari Airport,Banyuwangi,Indonesia,BWX,WARB,-8.310,114.340,112,,N
Erenhot Saiwusu International Airport,Erenhot,China,ERL,ZBER,43.423,112.097,3301,,N
Shobdon Aerodrome,Shobdon,United Kingdom,,EGBS,52.242,-2.881,318,,E
Chino Airport,Chino,United States,CNO,KCNO,33.975,-117.637,650,,A
Kamigoto Airport,Shin-kamigoto,Japan,,RJDK,33.013,129.192,263,,N
Ojika Airport,Odika,Japan,,RJDO,33.191,129.090,30,,N
Chofu Airport,Tokyo,Japan,,RJTF,35.672,139.528,141,,N
Hateruma Airport,Taketomi,Japan,HTR,RORH,24.059,123.806,43,,N
Madison County Airport,London,United States,,KUYF,39.933,-83.462,1082,,A
Las Brujas Airport,Cayo Santa Maria,Cuba,BWW,MUBR,22.621,-79.147,13,,A
Digby (General Hospital) Heliport,Tremblay-en-France,France,,CDG2,44.616,-65.762,105,,E
Thun Airport,Thun,Switzerland,,LSZW,46.756,7.601,1837,,E
Lavrentiya Airport,Lavrentiya,Russia,,UHML,65.580,-170.997,30,Asia/Anadyr,N
Paso Robles Municipal Airport,Paso Robles,United States,PRB,KPRB,35.673,-120.627,840,,A
N 104 Helipad,Ulleung,South Korea,,RKDU,37.479,130.896,476,,N
Beijing Daxing International Airport,Beijing,China,PKX,ZBAD,39.510,116.411,98,,U
Kymi Airport,Kotka,Finland,,EFKY,60.571,26.896,223,,E
Half Moon Bay Airport,Half Moon Bay,United States,HAF,KHAF,37.513,-122.501,66,,A
Hechi Jinchengjiang Airport,Hechi,China,HCJ,ZGHC,24.805,107.700,2221,,U
Kadina Airport,Kadina,Australia,,YKDI,-33.977,137.660,42,,O
General WM J Fox Airfield,Lancaster,United States,WJF,KWJF,34.741,-118.219,2351,,A
Coondewanna Airport,Coondewanna,Australia,CJF,YCWA,-22.967,118.813,2300,,N
Guarapari Airport,Guarapari,Brazil,GUZ,SNGA,-20.646,-40.492,28,,S
Ubatuba Airport,Ubatuba,Brazil,UBT,SDUB,-23.441,-45.076,13,,S
Ali Air Base,Nasiriyah,Iraq,,ORTL,30.936,46.090,20,,U
Ota Air Base,Ota,Portugal,,LPOT,39.088,-8.963,140,,E
Borroloola Airport,Borroloola,Australia,BOX,YBRL,-16.075,136.302,55,,O
Elsenthal Grafe Airport,Elsenthal,Germany,,EDNF,48.822,13.368,1417,,E
Newtownards Airport,Newtownards,United Kingdom,,EGAD,54.581,-5.692,9,,E
